SDGNumber,SDGTitle,TargetsNumber,Targets,IndicatorsNumber,Indicators,UNSDIndicatorCodes,JRCKeywords
3,สร้างหลักประกันว่าคนมีชีวิตที่มีสุขภาพดีและส่งเสริมความเป็นอยู่ที่ดีสำหรับทุกคนในทุกวัย,3.5,เสริมสร้างการป้องกันและรักษาสารเสพติดรวมถึงยาเสพติดยาเสพติดและการใช้แอลกอฮอล์เป็นอันตราย,3.5.1,ความครอบคลุมของการแทรกแซงการรักษา (เภสัชวิทยาจิตสังคมและบริการฟื้นฟูสมรรถภาพและ aftercare) สำหรับความผิดปกติของการใช้สารเสพติด,C030501,"['ยาเสพติด', 'แอลกอฮอล์ต่อการบริโภคต่อหัว', 'สารเสพติด', 'โคเคน', 'การดื่มแอลกอฮอล์', 'กัญชา', 'สารผิดกฎหมาย', 'การติดยาเสพติด', 'การใช้แอลกอฮอล์', 'การใช้ยาเสพติด ',' แอลกอฮอล์ในทางที่ผิด ',' ความผิดปกติของการใช้สาร ',' แอลกอฮอล์ดื่ม ',' การสัมผัสแอลกอฮอล์ ',' การสัมผัสกับยา ']"
3,สร้างหลักประกันว่าคนมีชีวิตที่มีสุขภาพดีและส่งเสริมความเป็นอยู่ที่ดีสำหรับทุกคนในทุกวัย,3.5,เสริมสร้างการป้องกันและรักษาสารเสพติดรวมถึงยาเสพติดยาเสพติดและการใช้แอลกอฮอล์เป็นอันตราย,3.5.2,การบริโภคแอลกอฮอล์ต่อหัว (อายุ 15 ปีขึ้นไป) ภายในปีปฏิทินด้วยแอลกอฮอล์บริสุทธิ์ลิตรลิตร,C030502,"['ยาเสพติด', 'แอลกอฮอล์ต่อการบริโภคต่อหัว', 'สารเสพติด', 'โคเคน', 'การดื่มแอลกอฮอล์', 'กัญชา', 'สารผิดกฎหมาย', 'การติดยาเสพติด', 'การใช้แอลกอฮอล์', 'การใช้ยาเสพติด ',' แอลกอฮอล์ในทางที่ผิด ',' ความผิดปกติของการใช้สาร ',' แอลกอฮอล์ดื่ม ',' การสัมผัสแอลกอฮอล์ ',' การสัมผัสกับยา ']"
3,สร้างหลักประกันว่าคนมีชีวิตที่มีสุขภาพดีและส่งเสริมความเป็นอยู่ที่ดีสำหรับทุกคนในทุกวัย,3.6,ภายในปี 2563 ลดจำนวนผู้เสียชีวิตทั่วโลกและการบาดเจ็บจากอุบัติเหตุการจราจรบนท้องถนน,3.6.1,อัตราการเสียชีวิตเนื่องจากการบาดเจ็บจากการจราจรบนท้องถนน,C030601,"['การบาดเจ็บจากการจราจรบนท้องถนน', 'การเสียชีวิตจากการจราจรบนท้องถนน', 'การบาดเจ็บจากอุบัติเหตุการจราจรบนท้องถนน', 'การบาดเจ็บจากอุบัติเหตุบนท้องถนน', 'การบาดเจ็บจากอุบัติเหตุทางถนน', 'การบาดเจ็บจากอุบัติเหตุจราจร', 'การบาดเจ็บจากอุบัติเหตุถนน''การบาดเจ็บจากการจราจรที่เกิดอุบัติเหตุ', 'การเสียชีวิตจากการจราจรบนท้องถนน', 'การเสียชีวิตจากอุบัติเหตุจราจรบนท้องถนน', 'การเสียชีวิตจากอุบัติเหตุทางถนน', 'การเสียชีวิตจากอุบัติเหตุจราจร', 'การเสียชีวิตจากอุบัติเหตุถนน', 'การเสียชีวิตจากการจราจรอุบัติเหตุ']"
3,สร้างหลักประกันว่าคนมีชีวิตที่มีสุขภาพดีและส่งเสริมความเป็นอยู่ที่ดีสำหรับทุกคนในทุกวัย,3.7,ภายในปี 2573 ตรวจสอบให้แน่ใจว่าการเข้าถึงบริการด้านการดูแลสุขภาพทางเพศและการเจริญพันธุ์เป็นสากลรวมถึงการวางแผนครอบครัวข้อมูลและการศึกษาและการบูรณาการสุขภาพการเจริญพันธุ์เข้ากับกลยุทธ์และโปรแกรมระดับชาติระดับชาติ,3.7.1,สัดส่วนของผู้หญิงในวัยเจริญพันธุ์ (อายุ 15-49 ปี) ที่มีความต้องการการวางแผนครอบครัวที่พึงพอใจกับวิธีการที่ทันสมัย,C030701,"['สุขภาพการเจริญพันธุ์', 'การวางแผนครอบครัว', 'สุขภาพทางเพศ', 'การศึกษาเรื่องเพศ', 'ข้อมูลทางเพศ', 'การเกิดวัยรุ่น', 'การศึกษาการสืบพันธุ์', 'ข้อมูลการสืบพันธุ์'หมายถึงการป้องกันการตั้งครรภ์ ',' การใช้วิธีการป้องกันการตั้งครรภ์ ',' ป้องกันการตั้งครรภ์ที่ไม่ได้ตั้งใจ ',' บริการสืบพันธุ์ ',' การตั้งครรภ์วัยรุ่น ',' วัยรุ่นคลอดบุตร ',' การทำแท้งอย่างปลอดภัย ',' สิทธิการสืบพันธุ์ ',' การคุมกำเนิด ']"
3,สร้างหลักประกันว่าคนมีชีวิตที่มีสุขภาพดีและส่งเสริมความเป็นอยู่ที่ดีสำหรับทุกคนในทุกวัย,3.7,ภายในปี 2573 ตรวจสอบให้แน่ใจว่าการเข้าถึงบริการด้านการดูแลสุขภาพทางเพศและการเจริญพันธุ์เป็นสากลรวมถึงการวางแผนครอบครัวข้อมูลและการศึกษาและการบูรณาการสุขภาพการเจริญพันธุ์เข้ากับกลยุทธ์และโปรแกรมระดับชาติระดับชาติ,3.7.2,"อัตราการเกิดวัยรุ่น (อายุ 10-14 ปีอายุ 15-19 ปี) ต่อผู้หญิง 1,000 คนในกลุ่มอายุนั้น",C030702,"['สุขภาพการเจริญพันธุ์', 'การวางแผนครอบครัว', 'สุขภาพทางเพศ', 'การศึกษาเรื่องเพศ', 'ข้อมูลทางเพศ', 'การเกิดวัยรุ่น', 'การศึกษาการสืบพันธุ์', 'ข้อมูลการสืบพันธุ์'หมายถึงการป้องกันการตั้งครรภ์ ',' การใช้วิธีการป้องกันการตั้งครรภ์ ',' ป้องกันการตั้งครรภ์ที่ไม่ได้ตั้งใจ ',' บริการสืบพันธุ์ ',' การตั้งครรภ์วัยรุ่น ',' วัยรุ่นคลอดบุตร ',' การทำแท้งอย่างปลอดภัย ',' สิทธิการสืบพันธุ์ ',' การคุมกำเนิด ']"
3,สร้างหลักประกันว่าคนมีชีวิตที่มีสุขภาพดีและส่งเสริมความเป็นอยู่ที่ดีสำหรับทุกคนในทุกวัย,3.8,บรรลุความคุ้มครองสุขภาพสากลรวมถึงการป้องกันความเสี่ยงทางการเงินการเข้าถึงบริการด้านการดูแลสุขภาพที่จำเป็นที่มีคุณภาพและการเข้าถึงยาและวัคซีนที่จำเป็นอย่างปลอดภัยมีประสิทธิภาพคุณภาพคุณภาพและราคาไม่แพงสำหรับทุกคน,3.8.1,ความครอบคลุมของบริการสุขภาพที่จำเป็น,C030801,"['ยาที่จำเป็นสำหรับการใช้ยาที่จำเป็น', 'บริการสุขภาพที่จำเป็น', 'บริการดูแล', 'การเข้าถึงยา', 'ความคุ้มครองสุขภาพ', 'บริการสุขภาพ', 'การเข้าถึงยา', 'การป้องกันสุขภาพ', 'ปกป้องสาธารณสุข','การสนับสนุนระบบการดูแลสุขภาพ', 'ความปลอดภัยด้านสุขภาพ', 'ระบบสุขภาพแบบรวม', 'ระบบสุขภาพที่มีประสิทธิภาพ', 'เสริมสร้างระบบการดูแลสุขภาพ', 'ความยืดหยุ่นของระบบสุขภาพ', 'การเข้าถึงการดูแลสุขภาพ', 'การเข้าถึงการดูแลสุขภาพ',' การเข้าถึงสิทธิพื้นฐานที่สุดเช่นการดูแลสุขภาพ ',' Universal Healthcare ',' วัคซีนราคาไม่แพง ',' การเข้าถึงวัคซีน ',' การเข้าถึงวัคซีน ',' UHC ',' ประกันสุขภาพ ',' ค่าใช้จ่ายในการดูแล ','การเข้าถึงการดูแล ',' การดูแลคุณภาพ ',' การดูแลทางการแพทย์ ',' การดูแลการดูแล ',' ค่าใช้จ่ายด้านสุขภาพในครัวเรือน ',' นโยบายสุขภาพแบบรวม ',' สุขภาพรวม ']"
3,สร้างหลักประกันว่าคนมีชีวิตที่มีสุขภาพดีและส่งเสริมความเป็นอยู่ที่ดีสำหรับทุกคนในทุกวัย,3.8,บรรลุความคุ้มครองสุขภาพสากลรวมถึงการป้องกันความเสี่ยงทางการเงินการเข้าถึงบริการด้านการดูแลสุขภาพที่จำเป็นที่มีคุณภาพและการเข้าถึงยาและวัคซีนที่จำเป็นอย่างปลอดภัยมีประสิทธิภาพคุณภาพคุณภาพและราคาไม่แพงสำหรับทุกคน,3.8.2,สัดส่วนของประชากรที่มีค่าใช้จ่ายในครัวเรือนขนาดใหญ่เกี่ยวกับสุขภาพเป็นส่วนแบ่งของค่าใช้จ่ายในครัวเรือนทั้งหมดหรือรายได้,C030802,"['ยาที่จำเป็นสำหรับการใช้ยาที่จำเป็น', 'บริการสุขภาพที่จำเป็น', 'บริการดูแล', 'การเข้าถึงยา', 'ความคุ้มครองสุขภาพ', 'บริการสุขภาพ', 'การเข้าถึงยา', 'การป้องกันสุขภาพ', 'ปกป้องสาธารณสุข','การสนับสนุนระบบการดูแลสุขภาพ', 'ความปลอดภัยด้านสุขภาพ', 'ระบบสุขภาพแบบรวม', 'ระบบสุขภาพที่มีประสิทธิภาพ', 'เสริมสร้างระบบการดูแลสุขภาพ', 'ความยืดหยุ่นของระบบสุขภาพ', 'การเข้าถึงการดูแลสุขภาพ', 'การเข้าถึงการดูแลสุขภาพ',' การเข้าถึงสิทธิพื้นฐานที่สุดเช่นการดูแลสุขภาพ ',' Universal Healthcare ',' วัคซีนราคาไม่แพง ',' การเข้าถึงวัคซีน ',' การเข้าถึงวัคซีน ',' UHC ',' ประกันสุขภาพ ',' ค่าใช้จ่ายในการดูแล ','การเข้าถึงการดูแล ',' การดูแลคุณภาพ ',' การดูแลทางการแพทย์ ',' การดูแลการดูแล ',' ค่าใช้จ่ายด้านสุขภาพในครัวเรือน ',' นโยบายสุขภาพแบบรวม ',' สุขภาพรวม ']"
3,สร้างหลักประกันว่าคนมีชีวิตที่มีสุขภาพดีและส่งเสริมความเป็นอยู่ที่ดีสำหรับทุกคนในทุกวัย,3.9,ภายในปี 2573 ลดจำนวนผู้เสียชีวิตและความเจ็บป่วยจากสารเคมีอันตรายและอากาศน้ำและมลพิษในดินและการปนเปื้อน,3.9.1,อัตราการเสียชีวิตจากมลพิษทางอากาศในครัวเรือนและสภาพอากาศรอบข้าง,C030901,"['โรคทางเดินหายใจ', 'ผลกระทบต่อสุขภาพของมลพิษทางดิน', 'ผลกระทบต่อสุขภาพของมลพิษทางดิน', 'ผลของน้ำที่ไม่ปลอดภัย', 'ผลกระทบที่เป็นอันตรายของสารเคมี', 'การเสียชีวิตที่เกี่ยวข้องกับสารเคมีอันตราย', 'พิษที่ไม่ได้ตั้งใจ', 'การเสียชีวิตที่เกี่ยวข้องกับน้ำที่ไม่ปลอดภัย ',' การเสียชีวิตที่เกี่ยวข้องกับการสุขาภิบาลที่ไม่ปลอดภัย ',' ความเจ็บป่วยจากมลพิษ ',' ความเจ็บป่วยจากการปนเปื้อน ',' การตายที่เกิดจากน้ำที่ไม่ปลอดภัย ',' การตายที่เกิดจากการสุขาภิบาล ''ผลกระทบต่อสุขภาพของมลพิษทางอากาศ', 'ผลกระทบต่อสุขภาพของมลพิษทางอากาศ', 'การเสียชีวิตที่เกี่ยวข้องกับมลพิษทางอากาศ', 'การเสียชีวิตจากสารเคมีอันตราย', 'การเสียชีวิตจากมลพิษทางอากาศ', 'การเสียชีวิตจากมลพิษทางน้ำ', 'การเสียชีวิตจากการปนเปื้อนของน้ำ',' การเสียชีวิตจากมลพิษทางดิน ',' การเสียชีวิตจากการปนเปื้อนของดิน ',' การเจ็บป่วยที่เกี่ยวข้องกับมลพิษทางอากาศ ',' ความเจ็บป่วยจากสารเคมีอันตราย ',' ความเจ็บป่วยจากมลพิษทางอากาศ ',' การเจ็บป่วยจากมลพิษทางน้ำ ',' ความเจ็บป่วยจากการปนเปื้อนของน้ำ',' ความเจ็บป่วยจากมลพิษทางดิน ',' ความเจ็บป่วยจากการปนเปื้อนของดิน ',' ผลกระทบต่อสุขภาพของการปนเปื้อนของน้ำ ',' ผลกระทบต่อสุขภาพของการปนเปื้อนของน้ำ ',' อัตราการตายที่เกิดจากมลพิษทางอากาศ ',' อัตราการตายสำหรับมลพิษทางอากาศ ','การเสียชีวิตสำหรับมลพิษทางอากาศ ',' การตายที่เกิดจากมลพิษทางอากาศ ',' การเสียชีวิตจากมลพิษทางอากาศที่เป็นอันตราย ',' ความเจ็บป่วยจากมลพิษทางอากาศที่เป็นอันตราย ',' การเสียชีวิตที่เกี่ยวข้องกับมลพิษทางอากาศ ',' การเจ็บป่วยที่เกี่ยวข้องกับมลพิษทางอากาศ ',' การเสียชีวิตที่เกี่ยวข้องสารเคมีอันตราย ',' ความเจ็บป่วยที่เกี่ยวข้องกับสารเคมีอันตราย ',' การเสียชีวิตที่เกี่ยวข้องกับการปนเปื้อนของน้ำ ',' ความเจ็บป่วยที่เกี่ยวข้องกับการปนเปื้อนของน้ำ ',' การเสียชีวิตที่เกี่ยวข้องกับการปนเปื้อนของดิน ',' การเจ็บป่วยที่เกี่ยวข้องกับการปนเปื้อนของดิน ',' มลพิษทางอากาศที่เกี่ยวข้องกับโรค, 'การปนเปื้อนของน้ำที่เกี่ยวข้องกับโรค', 'การปนเปื้อนของดินที่เกี่ยวข้องกับโรค', 'มลพิษทางดินที่เกี่ยวข้องกับโรค', 'มลพิษทางน้ำที่เกี่ยวข้องกับโรค', 'การเสียชีวิตจากน้ำที่ไม่ปลอดภัย', 'การเสียชีวิตจากการสุขาภิบาลที่ไม่ปลอดภัย', 'การเสียชีวิตจากการขาดสุขอนามัย', 'การเสียชีวิตที่เกิดจากน้ำที่ไม่ปลอดภัย', 'การเสียชีวิตที่เกิดจากการสุขาภิบาลที่ไม่ปลอดภัย', 'การเสียชีวิตที่เกิดจากสุขอนามัยที่ไม่ปลอดภัย', 'สุขภาพสิ่งแวดล้อม']"
3,สร้างหลักประกันว่าคนมีชีวิตที่มีสุขภาพดีและส่งเสริมความเป็นอยู่ที่ดีสำหรับทุกคนในทุกวัย,3.9,ภายในปี 2573 ลดจำนวนผู้เสียชีวิตและความเจ็บป่วยจากสารเคมีอันตรายและอากาศน้ำและมลพิษในดินและการปนเปื้อน,3.9.2,อัตราการตายเนื่องจากน้ำที่ไม่ปลอดภัยการสุขาภิบาลที่ไม่ปลอดภัยและการขาดสุขอนามัย (การสัมผัสกับน้ำที่ไม่ปลอดภัยสุขอนามัยและสุขอนามัยสำหรับบริการทั้งหมด (ล้าง)),C030902,"['โรคทางเดินหายใจ', 'ผลกระทบต่อสุขภาพของมลพิษทางดิน', 'ผลกระทบต่อสุขภาพของมลพิษทางดิน', 'ผลของน้ำที่ไม่ปลอดภัย', 'ผลกระทบที่เป็นอันตรายของสารเคมี', 'การเสียชีวิตที่เกี่ยวข้องกับสารเคมีอันตราย', 'พิษที่ไม่ได้ตั้งใจ', 'การเสียชีวิตที่เกี่ยวข้องกับน้ำที่ไม่ปลอดภัย ',' การเสียชีวิตที่เกี่ยวข้องกับการสุขาภิบาลที่ไม่ปลอดภัย ',' ความเจ็บป่วยจากมลพิษ ',' ความเจ็บป่วยจากการปนเปื้อน ',' การตายที่เกิดจากน้ำที่ไม่ปลอดภัย ',' การตายที่เกิดจากการสุขาภิบาล ''ผลกระทบต่อสุขภาพของมลพิษทางอากาศ', 'ผลกระทบต่อสุขภาพของมลพิษทางอากาศ', 'การเสียชีวิตที่เกี่ยวข้องกับมลพิษทางอากาศ', 'การเสียชีวิตจากสารเคมีอันตราย', 'การเสียชีวิตจากมลพิษทางอากาศ', 'การเสียชีวิตจากมลพิษทางน้ำ', 'การเสียชีวิตจากการปนเปื้อนของน้ำ',' การเสียชีวิตจากมลพิษทางดิน ',' การเสียชีวิตจากการปนเปื้อนของดิน ',' การเจ็บป่วยที่เกี่ยวข้องกับมลพิษทางอากาศ ',' ความเจ็บป่วยจากสารเคมีอันตราย ',' ความเจ็บป่วยจากมลพิษทางอากาศ ',' การเจ็บป่วยจากมลพิษทางน้ำ ',' ความเจ็บป่วยจากการปนเปื้อนของน้ำ',' ความเจ็บป่วยจากมลพิษทางดิน ',' ความเจ็บป่วยจากการปนเปื้อนของดิน ',' ผลกระทบต่อสุขภาพของการปนเปื้อนของน้ำ ',' ผลกระทบต่อสุขภาพของการปนเปื้อนของน้ำ ',' อัตราการตายที่เกิดจากมลพิษทางอากาศ ',' อัตราการตายสำหรับมลพิษทางอากาศ ','การเสียชีวิตสำหรับมลพิษทางอากาศ ',' การตายที่เกิดจากมลพิษทางอากาศ ',' การเสียชีวิตจากมลพิษทางอากาศที่เป็นอันตราย ',' ความเจ็บป่วยจากมลพิษทางอากาศที่เป็นอันตราย ',' การเสียชีวิตที่เกี่ยวข้องกับมลพิษทางอากาศ ',' การเจ็บป่วยที่เกี่ยวข้องกับมลพิษทางอากาศ ',' การเสียชีวิตที่เกี่ยวข้องสารเคมีอันตราย ',' ความเจ็บป่วยที่เกี่ยวข้องกับสารเคมีอันตราย ',' การเสียชีวิตที่เกี่ยวข้องกับการปนเปื้อนของน้ำ ',' ความเจ็บป่วยที่เกี่ยวข้องกับการปนเปื้อนของน้ำ ',' การเสียชีวิตที่เกี่ยวข้องกับการปนเปื้อนของดิน ',' การเจ็บป่วยที่เกี่ยวข้องกับการปนเปื้อนของดิน ',' มลพิษทางอากาศที่เกี่ยวข้องกับโรค, 'การปนเปื้อนของน้ำที่เกี่ยวข้องกับโรค', 'การปนเปื้อนของดินที่เกี่ยวข้องกับโรค', 'มลพิษทางดินที่เกี่ยวข้องกับโรค', 'มลพิษทางน้ำที่เกี่ยวข้องกับโรค', 'การเสียชีวิตจากน้ำที่ไม่ปลอดภัย', 'การเสียชีวิตจากการสุขาภิบาลที่ไม่ปลอดภัย', 'การเสียชีวิตจากการขาดสุขอนามัย', 'การเสียชีวิตที่เกิดจากน้ำที่ไม่ปลอดภัย', 'การเสียชีวิตที่เกิดจากการสุขาภิบาลที่ไม่ปลอดภัย', 'การเสียชีวิตที่เกิดจากสุขอนามัยที่ไม่ปลอดภัย', 'สุขภาพสิ่งแวดล้อม']"
3,สร้างหลักประกันว่าคนมีชีวิตที่มีสุขภาพดีและส่งเสริมความเป็นอยู่ที่ดีสำหรับทุกคนในทุกวัย,3.9,ภายในปี 2573 ลดจำนวนผู้เสียชีวิตและความเจ็บป่วยจากสารเคมีอันตรายและอากาศน้ำและมลพิษในดินและการปนเปื้อน,3.9.3,อัตราการตายเกิดจากพิษโดยไม่ได้ตั้งใจ,C030903,"['โรคทางเดินหายใจ', 'ผลกระทบต่อสุขภาพของมลพิษทางดิน', 'ผลกระทบต่อสุขภาพของมลพิษทางดิน', 'ผลของน้ำที่ไม่ปลอดภัย', 'ผลกระทบที่เป็นอันตรายของสารเคมี', 'การเสียชีวิตที่เกี่ยวข้องกับสารเคมีอันตราย', 'พิษที่ไม่ได้ตั้งใจ', 'การเสียชีวิตที่เกี่ยวข้องกับน้ำที่ไม่ปลอดภัย ',' การเสียชีวิตที่เกี่ยวข้องกับการสุขาภิบาลที่ไม่ปลอดภัย ',' ความเจ็บป่วยจากมลพิษ ',' ความเจ็บป่วยจากการปนเปื้อน ',' การตายที่เกิดจากน้ำที่ไม่ปลอดภัย ',' การตายที่เกิดจากการสุขาภิบาล ''ผลกระทบต่อสุขภาพของมลพิษทางอากาศ', 'ผลกระทบต่อสุขภาพของมลพิษทางอากาศ', 'การเสียชีวิตที่เกี่ยวข้องกับมลพิษทางอากาศ', 'การเสียชีวิตจากสารเคมีอันตราย', 'การเสียชีวิตจากมลพิษทางอากาศ', 'การเสียชีวิตจากมลพิษทางน้ำ', 'การเสียชีวิตจากการปนเปื้อนของน้ำ',' การเสียชีวิตจากมลพิษทางดิน ',' การเสียชีวิตจากการปนเปื้อนของดิน ',' การเจ็บป่วยที่เกี่ยวข้องกับมลพิษทางอากาศ ',' ความเจ็บป่วยจากสารเคมีอันตราย ',' ความเจ็บป่วยจากมลพิษทางอากาศ ',' การเจ็บป่วยจากมลพิษทางน้ำ ',' ความเจ็บป่วยจากการปนเปื้อนของน้ำ',' ความเจ็บป่วยจากมลพิษทางดิน ',' ความเจ็บป่วยจากการปนเปื้อนของดิน ',' ผลกระทบต่อสุขภาพของการปนเปื้อนของน้ำ ',' ผลกระทบต่อสุขภาพของการปนเปื้อนของน้ำ ',' อัตราการตายที่เกิดจากมลพิษทางอากาศ ',' อัตราการตายสำหรับมลพิษทางอากาศ ','การเสียชีวิตสำหรับมลพิษทางอากาศ ',' การตายที่เกิดจากมลพิษทางอากาศ ',' การเสียชีวิตจากมลพิษทางอากาศที่เป็นอันตราย ',' ความเจ็บป่วยจากมลพิษทางอากาศที่เป็นอันตราย ',' การเสียชีวิตที่เกี่ยวข้องกับมลพิษทางอากาศ ',' การเจ็บป่วยที่เกี่ยวข้องกับมลพิษทางอากาศ ',' การเสียชีวิตที่เกี่ยวข้องสารเคมีอันตราย ',' ความเจ็บป่วยที่เกี่ยวข้องกับสารเคมีอันตราย ',' การเสียชีวิตที่เกี่ยวข้องกับการปนเปื้อนของน้ำ ',' ความเจ็บป่วยที่เกี่ยวข้องกับการปนเปื้อนของน้ำ ',' การเสียชีวิตที่เกี่ยวข้องกับการปนเปื้อนของดิน ',' การเจ็บป่วยที่เกี่ยวข้องกับการปนเปื้อนของดิน ',' มลพิษทางอากาศที่เกี่ยวข้องกับโรค, 'การปนเปื้อนของน้ำที่เกี่ยวข้องกับโรค', 'การปนเปื้อนของดินที่เกี่ยวข้องกับโรค', 'มลพิษทางดินที่เกี่ยวข้องกับโรค', 'มลพิษทางน้ำที่เกี่ยวข้องกับโรค', 'การเสียชีวิตจากน้ำที่ไม่ปลอดภัย', 'การเสียชีวิตจากการสุขาภิบาลที่ไม่ปลอดภัย', 'การเสียชีวิตจากการขาดสุขอนามัย', 'การเสียชีวิตที่เกิดจากน้ำที่ไม่ปลอดภัย', 'การเสียชีวิตที่เกิดจากการสุขาภิบาลที่ไม่ปลอดภัย', 'การเสียชีวิตที่เกิดจากสุขอนามัยที่ไม่ปลอดภัย', 'สุขภาพสิ่งแวดล้อม']"
3,สร้างหลักประกันว่าคนมีชีวิตที่มีสุขภาพดีและส่งเสริมความเป็นอยู่ที่ดีสำหรับทุกคนในทุกวัย,3.a,เสริมสร้างการดำเนินการตามอนุสัญญา Framework Framework เกี่ยวกับการควบคุมยาสูบในทุกประเทศตามความเหมาะสม,3.a.1,ความชุกของอายุตามมาตรฐานของการใช้ยาสูบในปัจจุบันระหว่างผู้ที่มีอายุ 15 ปีขึ้นไป,C030a01,"['การควบคุมยาสูบ', 'ลดความชุกของการสูบบุหรี่', 'ลดการใช้ยาสูบ', 'ลดการบริโภคบุหรี่', 'การใช้ยาสูบที่ต่ำกว่า', 'การบริโภคบุหรี่ลดลง']"
3,สร้างหลักประกันว่าคนมีชีวิตที่มีสุขภาพดีและส่งเสริมความเป็นอยู่ที่ดีสำหรับทุกคนในทุกวัย,3.b,สนับสนุนการวิจัยและพัฒนาวัคซีนและยารักษาโรคสำหรับโรคที่สื่อสารได้และไม่สามารถสื่อสารได้ซึ่งส่วนใหญ่ส่งผลกระทบต่อประเทศกำลังพัฒนาให้การเข้าถึงยาที่จำเป็นและวัคซีนที่จำเป็นในราคาไม่แพงตามประกาศของโดฮาเกี่ยวกับข้อตกลงการเดินทางและสาธารณสุขของประเทศกำลังพัฒนาเพื่อใช้ในบทบัญญัติทั้งหมดในข้อตกลงในแง่มุมที่เกี่ยวข้องกับการค้าของสิทธิในทรัพย์สินทางปัญญาเกี่ยวกับความยืดหยุ่นเพื่อปกป้องสุขภาพของประชาชนและโดยเฉพาะอย่างยิ่งให้การเข้าถึงยาสำหรับทุกคน,3.b.1,สัดส่วนของประชากรเป้าหมายที่ครอบคลุมโดยวัคซีนทั้งหมดที่รวมอยู่ในโครงการระดับชาติของพวกเขา,C030b01,"['การวิจัยการฉีดวัคซีน', 'การพัฒนาวัคซีน', 'การวิจัยสุขภาพขั้นพื้นฐาน', 'Aid to Health', 'ความช่วยเหลือด้านการพัฒนาอย่างเป็นทางการสำหรับการวิจัยทางการแพทย์', 'European Medicines Agency', 'สนับสนุนการวิจัยด้านสุขภาพและสภาพภูมิอากาศ', ','การสนับสนุนการวิจัยด้านสุขภาพ ',' มาตรการป้องกันที่เป็นนวัตกรรม, ไวรัสวิทยา, วัคซีน ',' การวิจัยและพัฒนาวัคซีนและยา ',' การวิจัยวัคซีน ',' การวิจัยยา ',' การพัฒนาวัคซีน ',' การพัฒนายา ','ยาสำหรับประเทศกำลังพัฒนา', 'วัคซีนสำหรับประเทศกำลังพัฒนา', 'ความช่วยเหลือด้านการพัฒนาอย่างเป็นทางการเพื่อสุขภาพ', 'ความช่วยเหลือการพัฒนาอย่างเป็นทางการเพื่อสุขภาพขั้นพื้นฐาน', 'การวิจัยยา', 'การพัฒนาผลิตภัณฑ์ยา', 'การวิจัยเพื่อเวชภัณฑ์', ','ema ']"
3,สร้างหลักประกันว่าคนมีชีวิตที่มีสุขภาพดีและส่งเสริมความเป็นอยู่ที่ดีสำหรับทุกคนในทุกวัย,3.b,สนับสนุนการวิจัยและพัฒนาวัคซีนและยารักษาโรคสำหรับโรคที่สื่อสารได้และไม่สามารถสื่อสารได้ซึ่งส่วนใหญ่ส่งผลกระทบต่อประเทศกำลังพัฒนาให้การเข้าถึงยาที่จำเป็นและวัคซีนที่จำเป็นในราคาไม่แพงตามประกาศของโดฮาเกี่ยวกับข้อตกลงการเดินทางและสาธารณสุขของประเทศกำลังพัฒนาเพื่อใช้ในบทบัญญัติทั้งหมดในข้อตกลงในแง่มุมที่เกี่ยวข้องกับการค้าของสิทธิในทรัพย์สินทางปัญญาเกี่ยวกับความยืดหยุ่นเพื่อปกป้องสุขภาพของประชาชนและโดยเฉพาะอย่างยิ่งให้การเข้าถึงยาสำหรับทุกคน,3.b.2,ความช่วยเหลือการพัฒนาอย่างเป็นทางการสุทธิทั้งหมดเพื่อการวิจัยทางการแพทย์และภาคสุขภาพขั้นพื้นฐาน,C030b02,"['การวิจัยการฉีดวัคซีน', 'การพัฒนาวัคซีน', 'การวิจัยสุขภาพขั้นพื้นฐาน', 'Aid to Health', 'ความช่วยเหลือด้านการพัฒนาอย่างเป็นทางการสำหรับการวิจัยทางการแพทย์', 'European Medicines Agency', 'สนับสนุนการวิจัยด้านสุขภาพและสภาพภูมิอากาศ', ','การสนับสนุนการวิจัยด้านสุขภาพ ',' มาตรการป้องกันที่เป็นนวัตกรรม, ไวรัสวิทยา, วัคซีน ',' การวิจัยและพัฒนาวัคซีนและยา ',' การวิจัยวัคซีน ',' การวิจัยยา ',' การพัฒนาวัคซีน ',' การพัฒนายา ','ยาสำหรับประเทศกำลังพัฒนา', 'วัคซีนสำหรับประเทศกำลังพัฒนา', 'ความช่วยเหลือด้านการพัฒนาอย่างเป็นทางการเพื่อสุขภาพ', 'ความช่วยเหลือการพัฒนาอย่างเป็นทางการเพื่อสุขภาพขั้นพื้นฐาน', 'การวิจัยยา', 'การพัฒนาผลิตภัณฑ์ยา', 'การวิจัยเพื่อเวชภัณฑ์', ','ema ']"
