SDGNumber,SDGTitle,TargetsNumber,Targets,IndicatorsNumber,Indicators,UNSDIndicatorCodes,JRCKeywords
1,ยุติความยากจนทุกรูปแบบในทุกที่,1.a,ตรวจสอบให้แน่ใจว่ามีการระดมทรัพยากรอย่างมีนัยสำคัญจากแหล่งข้อมูลที่หลากหลายรวมถึงผ่านความร่วมมือด้านการพัฒนาที่เพิ่มขึ้นเพื่อให้วิธีการที่เพียงพอและคาดการณ์ได้สำหรับประเทศกำลังพัฒนาโดยเฉพาะอย่างยิ่งประเทศที่พัฒนาแล้วเพื่อดำเนินโครงการและนโยบายเพื่อยุติความยากจนในทุกมิติ,1.a.1,ความช่วยเหลือด้านการพัฒนาอย่างเป็นทางการทั้งหมดได้รับทุนจากผู้บริจาคทั้งหมดที่มุ่งเน้นไปที่การลดความยากจนในฐานะส่วนแบ่งของรายได้รวมประเทศของประเทศผู้รับ,C010a04,"['poverty reduction programmes', 'means for developing countries', 'reduce poverty in developing countries', 'reduce poverty LDCs', 'donors that focus on poverty reduction', 'development assistance for poverty reduction']"
1,ยุติความยากจนทุกรูปแบบในทุกที่,1.a,ตรวจสอบให้แน่ใจว่ามีการระดมทรัพยากรอย่างมีนัยสำคัญจากแหล่งข้อมูลที่หลากหลายรวมถึงผ่านความร่วมมือด้านการพัฒนาที่เพิ่มขึ้นเพื่อให้วิธีการที่เพียงพอและคาดการณ์ได้สำหรับประเทศกำลังพัฒนาโดยเฉพาะอย่างยิ่งประเทศที่พัฒนาแล้วเพื่อดำเนินโครงการและนโยบายเพื่อยุติความยากจนในทุกมิติ,1.a.2,สัดส่วนของการใช้จ่ายของรัฐบาลโดยรวมในการให้บริการที่จำเป็น (การศึกษาสุขภาพและการคุ้มครองทางสังคม),C010a02,"['poverty reduction programmes', 'means for developing countries', 'reduce poverty in developing countries', 'reduce poverty LDCs', 'donors that focus on poverty reduction', 'development assistance for poverty reduction']"
1,ยุติความยากจนทุกรูปแบบในทุกที่,1.b,สร้างกรอบนโยบายที่ดีในระดับชาติระดับภูมิภาคและสากลโดยใช้กลยุทธ์การพัฒนาที่ยากจนและไวต่อเพศเพื่อสนับสนุนการลงทุนเร่งความเร็วในการกำจัดความยากจน,1.b.1,การใช้จ่ายทางสังคมสาธารณะที่ยากจน,C010b02,"['pro-poor policy framework', 'poverty eradication actions', 'poverty reduction strategies', 'investments in poverty eradication', 'development strategies for poverty', 'Pro-poor public social spending', 'Pro-poor spending', 'Pro-poor investment', 'poor-oriented']"
2,ยุติความหิวโหย,2.1,ภายในปี 2573 ยุติความหิวโหยและทำให้มั่นใจได้ว่าทุกคนจะเข้าถึงได้โดยเฉพาะคนจนและคนที่อยู่ในสถานการณ์ที่อ่อนแอรวมถึงทารกที่ปลอดภัยมีคุณค่าทางโภชนาการและอาหารเพียงพอตลอดทั้งปี,2.1.1,ความชุกของการขาดสารอาหาร,C020101,"['sufficient food', 'undernourishment', 'end hunger', 'necessary nourishment', 'access to food', 'food access', 'food insecurity', 'food for all', ' food for the poor', ' food for people in vulnerable situations', 'food for vulnerable people', 'safe food', 'wholesome food', 'food safety', 'safety of food', 'food nutritional value', 'food security', 'zero hunger', 'acute hunger', 'people affected by hunger', 'starvation', 'acute undernutrition', 'famine', ' food needs', 'extreme hunger', 'food shortage', 'nutritious and affordable food']"
2,ยุติความหิวโหย,2.1,ภายในปี 2573 ยุติความหิวโหยและทำให้มั่นใจได้ว่าทุกคนจะเข้าถึงได้โดยเฉพาะคนจนและคนที่อยู่ในสถานการณ์ที่อ่อนแอรวมถึงทารกที่ปลอดภัยมีคุณค่าทางโภชนาการและอาหารเพียงพอตลอดทั้งปี,2.1.2,ความชุกของความไม่มั่นคงด้านอาหารในระดับปานกลางหรือรุนแรงในประชากรตามระดับประสบการณ์ความไม่มั่นคงด้านอาหาร (FIEs),C020102,"['sufficient food', 'undernourishment', 'end hunger', 'necessary nourishment', 'access to food', 'food access', 'food insecurity', 'food for all', ' food for the poor', ' food for people in vulnerable situations', 'food for vulnerable people', 'safe food', 'wholesome food', 'food safety', 'safety of food', 'food nutritional value', 'food security', 'zero hunger', 'acute hunger', 'people affected by hunger', 'starvation', 'acute undernutrition', 'famine', ' food needs', 'extreme hunger', 'food shortage', 'nutritious and affordable food']"
2,ยุติความหิวโหย,2.2,ภายในปี 2573 สิ้นสุดการขาดสารอาหารทุกรูปแบบรวมถึงการบรรลุเป้าหมายภายในปี 2568 เป้าหมายที่ได้รับการยอมรับในระดับสากลเกี่ยวกับการทำให้ตกใจและสูญเสียเด็กอายุต่ำกว่า 5 ปีและตอบสนองความต้องการทางโภชนาการของเด็กหญิงวัยรุ่นหญิงตั้งครรภ์และให้นมบุตรและผู้สูงอายุและผู้สูงอายุ,2.2.1,ความชุกของการสตัน (ความสูงสำหรับอายุ <-2 ส่วนเบี่ยงเบนมาตรฐานจากค่ามัธยฐานขององค์การอนามัยโลก (WHO) มาตรฐานการเติบโตของเด็ก) ในหมู่เด็กอายุต่ำกว่า 5 ปี,C020201,"['child growth standards', 'obesity rate', 'nutritional needs', 'nutritious food', 'stunting', 'malnutrition', 'malnourishment', 'obesity prevalence', 'childhood obesity', 'childhood nutrition', 'child nutrition', 'Prevalence of anaemia', 'wasting in children', 'children affected by wasting', 'underweight children', 'healthy and nutritious diets', 'healthy and sustainable diets', 'nutrition security']"
2,ยุติความหิวโหย,2.2,ภายในปี 2573 สิ้นสุดการขาดสารอาหารทุกรูปแบบรวมถึงการบรรลุเป้าหมายภายในปี 2568 เป้าหมายที่ได้รับการยอมรับในระดับสากลเกี่ยวกับการทำให้ตกใจและสูญเสียเด็กอายุต่ำกว่า 5 ปีและตอบสนองความต้องการทางโภชนาการของเด็กหญิงวัยรุ่นหญิงตั้งครรภ์และให้นมบุตรและผู้สูงอายุและผู้สูงอายุ,2.2.2,ความชุกของการขาดสารอาหาร (น้ำหนักสำหรับความสูง> +2 หรือ <-2 ส่วนเบี่ยงเบนมาตรฐานจากค่ามัธยฐานของมาตรฐานการเจริญเติบโตของเด็ก WHO) ในเด็กอายุต่ำกว่า 5 ปีตามประเภท (เสียและน้ำหนักเกิน),C020202,"['child growth standards', 'obesity rate', 'nutritional needs', 'nutritious food', 'stunting', 'malnutrition', 'malnourishment', 'obesity prevalence', 'childhood obesity', 'childhood nutrition', 'child nutrition', 'Prevalence of anaemia', 'wasting in children', 'children affected by wasting', 'underweight children', 'healthy and nutritious diets', 'healthy and sustainable diets', 'nutrition security']"
2,ยุติความหิวโหย,2.2,ภายในปี 2573 สิ้นสุดการขาดสารอาหารทุกรูปแบบรวมถึงการบรรลุเป้าหมายภายในปี 2568 เป้าหมายที่ได้รับการยอมรับในระดับสากลเกี่ยวกับการทำให้ตกใจและสูญเสียเด็กอายุต่ำกว่า 5 ปีและตอบสนองความต้องการทางโภชนาการของเด็กหญิงวัยรุ่นหญิงตั้งครรภ์และให้นมบุตรและผู้สูงอายุและผู้สูงอายุ,2.2.3,ความชุกของโรคโลหิตจางในผู้หญิงอายุ 15 ถึง 49 ปีโดยสถานะการตั้งครรภ์ (ร้อยละ),C020203,"['child growth standards', 'obesity rate', 'nutritional needs', 'nutritious food', 'stunting', 'malnutrition', 'malnourishment', 'obesity prevalence', 'childhood obesity', 'childhood nutrition', 'child nutrition', 'Prevalence of anaemia', 'wasting in children', 'children affected by wasting', 'underweight children', 'healthy and nutritious diets', 'healthy and sustainable diets', 'nutrition security']"
2,ยุติความหิวโหย,2.3,ภายในปี 2573 เพิ่มผลผลิตทางการเกษตรและรายได้ของผู้ผลิตอาหารขนาดเล็กเป็นสองเท่าโดยเฉพาะผู้หญิงชนพื้นเมืองเกษตรกรครอบครัวนักเลี้ยงสัตว์และนักตกปลารวมถึงการเข้าถึงที่ดินที่ปลอดภัยและเท่าเทียมกันทรัพยากรที่มีประสิทธิผลและปัจจัยการผลิตความรู้ทางการเงินตลาดและโอกาสในการเพิ่มมูลค่าและการจ้างงานที่ไม่ใช่ฟาร์ม,2.3.1,ปริมาณการผลิตต่อหน่วยแรงงานตามชั้นเรียนการทำฟาร์ม/อภิบาล/ป่าไม้ขนาด,C020301,"['small scale food producers', 'farm employment', 'family farmers', 'agricultural productivity', 'support pastoralists', 'Agricultural Fund for Rural Development', 'help farmers', 'support farmers', 'smallholder farmers ability', 'small scale farmers', 'improves rural livelihoods', 'sustainably managing agricultural soils', 'decent living for farmers', 'decent living for fishermen', 'agricultural products', 'agricultural producers', 'agricultural output', 'agri-business', 'agro-processing', 'agricultural value chains', 'small farmers', 'productive land uses', 'increase livestock', 'improve pastoral transhumance', 'support pastoral farming', 'cotton production', 'maize production', 'crops production', 'yield production']"
2,ยุติความหิวโหย,2.3,ภายในปี 2573 เพิ่มผลผลิตทางการเกษตรและรายได้ของผู้ผลิตอาหารขนาดเล็กเป็นสองเท่าโดยเฉพาะผู้หญิงชนพื้นเมืองเกษตรกรครอบครัวนักเลี้ยงสัตว์และนักตกปลารวมถึงการเข้าถึงที่ดินที่ปลอดภัยและเท่าเทียมกันทรัพยากรที่มีประสิทธิผลและปัจจัยการผลิตความรู้ทางการเงินตลาดและโอกาสในการเพิ่มมูลค่าและการจ้างงานที่ไม่ใช่ฟาร์ม,2.3.2,รายได้เฉลี่ยของผู้ผลิตอาหารขนาดเล็กโดยเพศและสถานะพื้นเมือง,C020302,"['small scale food producers', 'farm employment', 'family farmers', 'agricultural productivity', 'support pastoralists', 'Agricultural Fund for Rural Development', 'help farmers', 'support farmers', 'smallholder farmers ability', 'small scale farmers', 'improves rural livelihoods', 'sustainably managing agricultural soils', 'decent living for farmers', 'decent living for fishermen', 'agricultural products', 'agricultural producers', 'agricultural output', 'agri-business', 'agro-processing', 'agricultural value chains', 'small farmers', 'productive land uses', 'increase livestock', 'improve pastoral transhumance', 'support pastoral farming', 'cotton production', 'maize production', 'crops production', 'yield production']"
2,ยุติความหิวโหย,2.4,ภายในปี 2573 สร้างความมั่นใจในระบบการผลิตอาหารที่ยั่งยืนและใช้แนวทางปฏิบัติทางการเกษตรที่ยืดหยุ่นซึ่งเพิ่มผลผลิตและการผลิตที่ช่วยรักษาระบบนิเวศซึ่งจะช่วยเสริมสร้างความสามารถในการปรับตัวให้เข้ากับการเปลี่ยนแปลงสภาพภูมิอากาศสภาพอากาศที่รุนแรงความแห้งแล้งน้ำท่วมและภัยพิบัติอื่น ๆ,2.4.1,สัดส่วนของพื้นที่เกษตรกรรมภายใต้การเกษตรที่มีประสิทธิผลและยั่งยืน,C020401,"['sustainable food production systems', 'resilient agricultural practices', 'sustainable agriculture', 'soil quality', 'organic farming', 'make the agricultural system more resilient to climate change', 'environmentally-friendly food system', 'sustainable food supply chains', 'sustainable agri-food systems', 'risk of non-sustainable agriculture', 'eco-agricultural models', 'sustainable livelihoods Initiative', 'climate-friendly agriculture', 'environment-friendly agriculture', 'reduce the footprint of food production', 'agro-ecology', 'agroecology', 'sustainable food system', 'sustainable farming', 'farm to fork', 'climate-smart agriculture', 'resource efficient food production', 'agri-food production']"
2,ยุติความหิวโหย,2.5,ภายในปี 2563 รักษาความหลากหลายทางพันธุกรรมของเมล็ดพืชพืชที่เพาะปลูกและสัตว์เลี้ยงและสัตว์เลี้ยงและสัตว์ป่าและสายพันธุ์ป่าที่เกี่ยวข้องรวมถึงผ่านการจัดการอย่างสมบูรณ์และธนาคารที่มีความหลากหลายและธนาคารพืชในระดับชาติระดับภูมิภาคและระดับนานาชาติและส่งเสริมการเข้าถึงและยุติธรรมและเป็นธรรมการแบ่งปันผลประโยชน์ที่เกิดขึ้นจากการใช้ทรัพยากรทางพันธุกรรมและความรู้ดั้งเดิมที่เกี่ยวข้อง,2.5.1,จำนวน (a) พืชและ (b) ทรัพยากรทางพันธุกรรมของสัตว์สำหรับอาหารและการเกษตรที่ปลอดภัยในโรงงานอนุรักษ์ระยะกลางหรือระยะยาว,C020501,"['animal genetic resources', 'cultivated plants', 'seed banks', 'GMO', 'domesticated animals', 'plant banks', 'plant genetic resources', ' genetic diversity of seeds', 'plant gene banks', 'livestock gene banks', 'breeds classified as being at risk of extinction', 'breeds at risk of extinction', 'silvopastoral and agroforestry production modes', 'genetic diversity in agriculture', 'genetic diversity of agricultural crops', 'agricultural area under high-diversity landscape']"
2,ยุติความหิวโหย,2.5,ภายในปี 2563 รักษาความหลากหลายทางพันธุกรรมของเมล็ดพืชพืชที่เพาะปลูกและสัตว์เลี้ยงและสัตว์เลี้ยงและสัตว์ป่าและสายพันธุ์ป่าที่เกี่ยวข้องรวมถึงผ่านการจัดการอย่างสมบูรณ์และธนาคารที่มีความหลากหลายและธนาคารพืชในระดับชาติระดับภูมิภาคและระดับนานาชาติและส่งเสริมการเข้าถึงและยุติธรรมและเป็นธรรมการแบ่งปันผลประโยชน์ที่เกิดขึ้นจากการใช้ทรัพยากรทางพันธุกรรมและความรู้ดั้งเดิมที่เกี่ยวข้อง,2.5.2,สัดส่วนของสายพันธุ์ท้องถิ่นที่จำแนกว่ามีความเสี่ยงต่อการสูญพันธุ์,C020503,"['animal genetic resources', 'cultivated plants', 'seed banks', 'GMO', 'domesticated animals', 'plant banks', 'plant genetic resources', ' genetic diversity of seeds', 'plant gene banks', 'livestock gene banks', 'breeds classified as being at risk of extinction', 'breeds at risk of extinction', 'silvopastoral and agroforestry production modes', 'genetic diversity in agriculture', 'genetic diversity of agricultural crops', 'agricultural area under high-diversity landscape']"
2,ยุติความหิวโหย,2.a,เพิ่มการลงทุนรวมถึงผ่านความร่วมมือระหว่างประเทศที่ได้รับการปรับปรุงในโครงสร้างพื้นฐานในชนบทการวิจัยการเกษตรและบริการส่งเสริมการพัฒนาเทคโนโลยีและธนาคารยีนและปศุสัตว์เพื่อเพิ่มขีดความสามารถในการผลิตทางการเกษตรในประเทศกำลังพัฒนาโดยเฉพาะอย่างยิ่งประเทศที่พัฒนาแล้ว,2.a.1,ดัชนีการปฐมนิเทศการเกษตรสำหรับค่าใช้จ่ายของรัฐบาล,C020a01,"['agricultural investment', 'agriculture orientation index', ' agricultural research', 'finance agriculture', 'stimulate research and development within the agri-food industry', 'research in the agri-food industry', 'stimulate development within the agri-food industry', 'research within the agri-food industry', 'investment in agriculture', 'agricultural cooperation']"
2,ยุติความหิวโหย,2.a,เพิ่มการลงทุนรวมถึงผ่านความร่วมมือระหว่างประเทศที่ได้รับการปรับปรุงในโครงสร้างพื้นฐานในชนบทการวิจัยการเกษตรและบริการส่งเสริมการพัฒนาเทคโนโลยีและธนาคารยีนและปศุสัตว์เพื่อเพิ่มขีดความสามารถในการผลิตทางการเกษตรในประเทศกำลังพัฒนาโดยเฉพาะอย่างยิ่งประเทศที่พัฒนาแล้ว,2.a.2,การไหลอย่างเป็นทางการทั้งหมด (ความช่วยเหลือด้านการพัฒนาอย่างเป็นทางการรวมถึงการไหลอย่างเป็นทางการอื่น ๆ ) ไปยังภาคเกษตรกรรม,C020a02,"['agricultural investment', 'agriculture orientation index', ' agricultural research', 'finance agriculture', 'stimulate research and development within the agri-food industry', 'research in the agri-food industry', 'stimulate development within the agri-food industry', 'research within the agri-food industry', 'investment in agriculture', 'agricultural cooperation']"
2,ยุติความหิวโหย,2.b,ถูกต้องและป้องกันข้อ จำกัด ทางการค้าและการบิดเบือนในตลาดเกษตรโลกรวมถึงการกำจัดการอุดหนุนการส่งออกทางการเกษตรทุกรูปแบบและมาตรการส่งออกทั้งหมดที่มีผลเทียบเท่า,2.b.1,เงินอุดหนุนการส่งออกทางการเกษตร,C020b02,"['agricultural export subsidies', 'world agricultural markets', 'agricultural exports', 'agricultural market', 'agricultural trade', 'agricultural goods market', 'food imports']"
